transaction_id,user_id,amount,transaction_channel,merchant,device_id,card_type,country,timestamp,prev_timestamp,lat,lon,prev_lat,prev_lon,time_since_last_tx,distance_from_last_tx,km_per_min,device_change,velocity_last_10min,is_night,merchant_risk_score,account_age_days,prior_chargebacks,high_risk_country,is_fraud
2873,U0017,69.72,airtime,GameStore,DV0150,debit,KE,2025-03-25 02:54:00,2025-03-25 02:25:00,-1.1863507492333634,36.83077022643929,-1.1944689572310403,37.048580972182805,1740,24.25799811482104,0.8364826936145185,1,8,1,2,1609,0,0,0
2874,U0293,42.94,airtime,MiniMart,DV0021,credit,ZA,2025-03-25 04:13:51,2025-03-25 02:54:00,-22.493810845775016,25.109539881346127,-1.1863507492333634,36.83077022643929,4791,2677.0611982209834,33.52612646488395,0,2,1,1,1001,0,0,0
2875,U0052,390.5,card-not-present,Supermart,DV0043,virtual,ZA,2025-03-25 05:32:48,2025-03-25 04:13:51,-22.91020179824293,19.239498212708874,-22.493810845775016,25.109539881346127,4737,604.8433856725516,7.661094182046251,0,4,1,1,727,0,0,0
2876,U0421,264.99,card-present,Airtel,DV0088,prepaid,KE,2025-03-25 06:53:19,2025-03-25 05:32:48,-1.009724092631466,37.427622306766445,-22.91020179824293,19.239498212708874,4831,3120.806236434792,38.759754540692924,0,7,0,1,1340,0,0,0
2877,U0137,182.66,card-not-present,ShoeWorld,DV0270,virtual,NG,2025-03-25 08:04:35,2025-03-25 06:53:19,7.089010518915238,3.77008530952162,-1.009724092631466,37.427622306766445,4276,3843.9814134509043,53.937999253286776,0,3,0,3,474,1,1,0
2878,U0071,129.85,in-store,GameStore,DV0237,debit,ZA,2025-03-25 08:31:13,2025-03-25 08:04:35,-28.48761148881506,28.30830768092683,7.089010518915238,3.77008530952162,1598,4736.976437654524,177.85894008715357,0,2,0,1,768,0,0,0
2879,U0398,191.19,airtime,Supermart,DV0255,credit,ZA,2025-03-25 08:50:01,2025-03-25 08:31:13,-27.30006222271757,18.171035549006607,-28.48761148881506,28.30830768092683,1128,1006.4193844663246,53.532945982251306,0,8,0,3,846,0,0,0
2880,U0202,59.6,card-present,MiniMart,SPOOF2285,prepaid,NG,2025-03-25 09:46:53,2025-03-25 08:50:01,6.401330728615755,3.285880076674384,-27.30006222271757,18.171035549006607,3412,4058.8329328711993,71.37455333302226,1,3,0,1,1325,0,1,1
2881,U0488,31.53,card-present,EasyPay,DV0151,prepaid,NG,2025-03-25 10:38:06,2025-03-25 09:46:53,6.283490628076476,3.4132487190625262,6.401330728615755,3.285880076674384,3073,19.194284886686695,0.3747663824279862,0,7,0,3,1774,1,1,0
2882,U0477,147.03,in-store,DesignerHub,DV0159,debit,KE,2025-03-25 10:40:00,2025-03-25 10:38:06,-0.9898752878486083,37.173207625094896,6.283490628076476,3.4132487190625262,114,3836.7469026460726,2019.3404750768805,0,4,0,1,947,0,0,0
2883,U0237,111.02,online,Supermart,DV0080,virtual,KE,2025-03-25 11:31:56,2025-03-25 10:40:00,-0.60243621337025,37.11055030322802,-0.9898752878486083,37.173207625094896,3116,43.404859501233474,0.8357803498311966,0,2,0,3,1248,0,0,0
2884,U0301,84.01,card-present,ElectroWorld,DV0076,virtual,ZA,2025-03-25 11:42:24,2025-03-25 11:31:56,-27.042840572511153,21.279834567648944,-0.60243621337025,37.11055030322802,628,3380.3592760358915,322.96426204164567,0,9,0,1,1036,0,0,0
2885,U0077,105.55,airtime,Takealot,DV0145,debit,ZA,2025-03-25 12:49:59,2025-03-25 11:42:24,-21.870263103568778,27.78086991987506,-27.042840572511153,21.279834567648944,4055,873.0218432836401,12.917709148463233,0,1,0,1,579,0,0,0
2886,U0123,238.62,online,GameStore,DV0223,prepaid,UK,2025-03-25 14:12:23,2025-03-25 12:49:59,52.22156258645387,0.2123223250352605,-21.870263103568778,27.78086991987506,4944,8634.2397197252,104.78446261802426,0,2,0,1,1018,0,0,0
2887,U0343,668.89,online,MiniMart,DV0108,prepaid,NG,2025-03-25 14:20:06,2025-03-25 14:12:23,6.771664802182181,3.566803538737024,52.22156258645387,0.2123223250352605,463,5048.564420864106,654.2416096152189,0,8,0,1,1749,0,1,0
2888,U0081,81.3,online,Supermart,DV0099,debit,UK,2025-03-25 15:42:49,2025-03-25 14:20:06,51.383891578470156,-0.18554690957796183,6.771664802182181,3.566803538737024,4963,4958.110242686269,59.94088546467381,1,2,0,1,1216,1,0,0
2889,U0017,26.56,card-present,Walmart,DV0200,credit,NG,2025-03-25 16:13:15,2025-03-25 15:42:49,6.6384964338785615,3.8510731742262827,51.383891578470156,-0.18554690957796183,1826,4974.711712858966,163.4625973557163,0,2,0,2,1250,1,1,0
2890,U0338,490.38,in-store,MiniMart,DV0166,prepaid,UK,2025-03-25 16:59:04,2025-03-25 16:13:15,51.9198265952907,0.4344631753073681,6.6384964338785615,3.8510731742262827,2749,5030.16489015131,109.78897541254223,0,7,0,1,421,0,0,0
2891,U0382,328.78,online,EasyPay,DV0162,credit,UK,2025-03-25 17:08:09,2025-03-25 16:59:04,51.63081111488221,0.06495156561906901,51.9198265952907,0.4344631753073681,545,41.0427858771418,4.518471839685335,0,0,0,1,920,0,0,0
2892,U0085,52.09,card-present,MiniMart,DV0213,virtual,NG,2025-03-25 17:32:48,2025-03-25 17:08:09,6.627183427097306,3.9447866755185275,51.63081111488221,0.06495156561906901,1479,2049.2654241731657,149.02379697642576,0,6,0,2,1097,0,1,1
2893,U0076,115.75,card-not-present,Takealot,DV0072,credit,ZA,2025-03-25 17:44:26,2025-03-25 17:32:48,-28.039794112858747,27.71454100698272,6.627183427097306,3.9447866755185275,698,4608.7372491064,396.16652571115185,1,1,0,1,1923,0,0,0
2894,U0254,131.96,card-present,Supermart,DV0104,credit,NG,2025-03-25 18:02:56,2025-03-25 17:44:26,6.919753227589857,3.777902077634031,-28.039794112858747,27.71454100698272,1110,4645.935105888392,251.1316273453185,0,8,0,1,1442,0,1,0
2895,U0395,291.8,card-not-present,MiniMart,DV0185,debit,ZA,2025-03-25 18:51:14,2025-03-25 18:02:56,-28.642773904880897,18.132897386624727,6.919753227589857,3.777902077634031,2898,4225.854499357463,87.49181158089986,0,4,0,1,955,0,0,0
2896,U0173,388.51,card-not-present,DesignerHub,DV0054,prepaid,ZA,2025-03-25 19:03:26,2025-03-25 18:51:14,-25.704199317012595,19.012331219011294,-28.642773904880897,18.132897386624727,732,337.0704781589355,27.628727717945534,0,9,0,3,154,0,0,0
2897,U0109,86.66,card-not-present,LuxuryHub,DV0171,debit,KE,2025-03-25 20:11:35,2025-03-25 19:03:26,-0.4220535877465412,37.58638034624006,-25.704199317012595,19.012331219011294,4089,3435.849813159948,50.4159913889941,0,5,0,2,1015,0,0,0
2898,U0456,158.38,card-present,QuickBuy,DV0223,virtual,KE,2025-03-25 20:31:21,2025-03-25 20:11:35,-0.6524239383377649,36.60931549970427,-0.4220535877465412,37.58638034624006,1186,111.70474032433087,5.651167301399538,1,3,0,3,923,0,0,0
2899,U0303,158.96,online,ShoeWorld,DV0276,prepaid,NG,2025-03-25 20:59:45,2025-03-25 20:31:21,6.956298817662811,4.134269698531719,-0.6524239383377649,36.60931549970427,1704,3703.679453522372,130.4112483634638,0,0,0,1,1383,0,1,0
2900,U0171,220.53,card-present,LuxuryHub,DV0209,virtual,ZA,2025-03-25 22:21:30,2025-03-25 20:59:45,-27.068962385302616,25.295314452179305,6.956298817662811,4.134269698531719,4905,4401.868539544712,53.84548672225947,1,0,0,1,1227,1,0,0
2901,U0476,256.76,card-not-present,DesignerHub,DV0119,debit,UK,2025-03-25 23:06:47,2025-03-25 22:21:30,52.25205224448992,0.26451816658083127,-27.068962385302616,25.295314452179305,2717,9119.400470356306,201.38536187757762,0,9,0,1,779,0,0,0
2902,U0231,75.77,in-store,GameStore,DV0154,virtual,NG,2025-03-25 23:49:22,2025-03-25 23:06:47,6.273954292261152,4.0100648797166825,52.25205224448992,0.26451816658083127,2555,5109.207745545115,119.98139519871111,0,1,0,2,983,0,1,0
2903,U0464,270.0,online,Clicks,DV0203,debit,NG,2025-03-26 01:08:15,2025-03-25 23:49:22,6.546557142416055,3.7683445218969847,6.273954292261152,4.0100648797166825,4733,40.297682362247585,0.5108516673853486,0,8,1,3,198,0,1,0
2904,U0118,160.5,in-store,LuxuryHub,DV0114,prepaid,ZA,2025-03-26 01:47:31,2025-03-26 01:08:15,-20.046532118789663,24.307697056838464,6.546557142416055,3.7683445218969847,2356,3702.8019841289492,94.29886207459124,0,8,1,1,1119,0,0,0
2905,U0002,236.96,airtime,Clicks,DV0025,virtual,UK,2025-03-26 02:08:36,2025-03-26 01:47:31,51.7660896164292,0.276382824744832,-20.046532118789663,24.307697056838464,1265,8292.322250242825,393.3117272842447,0,7,1,1,1189,0,0,1
2906,U0417,171.38,card-not-present,GameStore,DV0009,debit,UK,2025-03-26 02:44:11,2025-03-26 02:08:36,52.18136274735715,-0.3867646144827246,51.7660896164292,0.276382824744832,2135,64.89677751493043,1.8237970261807146,0,0,1,3,705,0,0,0
2907,U0027,379.79,online,DesignerHub,DV0110,debit,UK,2025-03-26 03:12:28,2025-03-26 02:44:11,51.578879690995386,-0.01713096123238511,52.18136274735715,-0.3867646144827246,1697,71.70478579070104,2.535231082759023,0,9,1,1,1304,0,0,0
2908,U0474,76.87,card-not-present,GameStore,DV0169,credit,UK,2025-03-26 03:56:28,2025-03-26 03:12:28,51.35284887758839,0.49433832846440406,51.578879690995386,-0.01713096123238511,2640,43.53969624719116,0.9895385510725263,0,6,1,1,1056,0,0,0
2909,U0103,346.5,airtime,GameStore,DV0220,virtual,ZA,2025-03-26 04:09:04,2025-03-26 03:56:28,-23.53787073464502,23.865140576186704,51.35284887758839,0.49433832846440406,756,8605.674921818874,682.9900731602281,0,9,1,1,1905,0,0,0
2910,U0126,588.36,in-store,QuickBuy,DV0011,virtual,UK,2025-03-26 04:35:29,2025-03-26 04:09:04,52.14161652137697,-0.25279853514233175,-23.53787073464502,23.865140576186704,1585,8706.436249230932,329.5811829361867,0,8,1,1,1510,0,0,0
2911,U0375,339.95,airtime,LuxuryHub,DV0087,debit,NG,2025-03-26 05:14:17,2025-03-26 04:35:29,6.554450063513102,3.6717727973448877,52.14161652137697,-0.25279853514233175,2328,5067.141443662146,130.5964289603646,0,0,1,1,51,0,1,0
2912,U0083,182.69,airtime,Airtel,DV0105,credit,UK,2025-03-26 06:09:06,2025-03-26 05:14:17,51.86905254222179,-0.28315584751098644,6.554450063513102,3.6717727973448877,3289,5037.153793441778,91.8909174844958,0,9,0,1,121,0,0,0
2913,U0392,-50.0,online,,DV0159,virtual,NG,2025-03-26 07:08:18,2025-03-26 06:09:06,-105.24249878145318,18.860674652761134,51.86905254222179,-0.28315584751098644,3552,5005.495324106552,84.55228588017825,0,6,0,1,1638,0,1,0
2914,U0448,202.63,online,EasyPay,DV0002,credit,ZA,2025-03-26 08:28:21,2025-03-26 07:08:18,-23.767072443900986,28.292413464632,6.830239387833551,3.4854913154240528,4803,4327.331384833844,54.057856150329094,0,2,0,3,1148,0,0,0
2915,U0395,279.14,card-present,MiniMart,DV0092,virtual,NG,2025-03-26 09:51:25,2025-03-26 08:28:21,6.294763376244615,3.9396307689945838,-23.767072443900986,28.292413464632,4984,4249.762050902174,51.16085936078059,0,1,0,2,20,0,1,0
2916,U0063,59.26,card-present,GameStore,DV0262,virtual,UK,2025-03-26 09:59:10,2025-03-26 09:51:25,51.81798651429298,-0.3738192189727342,6.294763376244615,3.9396307689945838,465,5062.651037504836,653.2452951619142,0,2,0,1,1161,0,0,0
2917,U0315,274.4,online,MiniMart,DV0043,debit,NG,2025-03-26 11:04:48,2025-03-26 09:59:10,6.868297412327097,3.2738626083574633,51.81798651429298,-0.3738192189727342,3938,4994.876555006676,76.10274080761822,0,6,0,1,1064,1,1,0
2918,U0091,30.92,online,Takealot,DV0097,debit,UK,2025-03-26 11:44:43,2025-03-26 11:04:48,52.140977261174406,0.025618483456018804,6.868297412327097,3.2738626083574633,2395,5028.368252556754,125.97164724568069,0,0,0,1,757,0,0,0
2919,U0412,152.0,in-store,MiniMart,DV0033,credit,ZA,2025-03-26 12:50:34,2025-03-26 11:44:43,-24.647129625654387,28.66177512345522,52.140977261174406,0.025618483456018804,3951,8952.267861643257,135.9493980507708,0,4,0,1,136,0,0,0
2920,U0083,146.26,online,MiniMart,DV0246,debit,KE,2025-03-26 12:52:34,2025-03-26 12:50:34,-0.9582757910953297,36.61297299120605,-24.647129625654387,28.66177512345522,120,2757.27529454435,1378.637647272175,0,5,0,1,336,0,0,0
2921,U0437,151.71,card-not-present,EasyPay,DV0222,virtual,UK,2025-03-26 13:27:52,2025-03-26 12:52:34,52.137408969878415,0.29338806798644657,-0.9582757910953297,36.61297299120605,2118,6794.968622515276,192.49202896643843,0,1,0,1,1693,0,0,0
2922,U0416,167.47,in-store,Takealot,DV0109,credit,UK,2025-03-26 14:04:18,2025-03-26 13:27:52,51.64715236017436,0.16104037685425443,52.137408969878415,0.29338806798644657,2186,55.30420360710873,1.517956183177733,0,0,0,1,1962,0,0,0
2923,U0327,90.99,card-present,Clicks,DV0035,credit,UK,2025-03-26 14:27:09,2025-03-26 14:04:18,51.50473339386569,-0.15338053513265515,51.64715236017436,0.16104037685425443,1371,26.94801335782995,1.179344129445512,0,7,0,1,532,0,0,0
2924,U0395,167.76,airtime,DesignerHub,DV0199,debit,UK,2025-03-26 15:34:25,2025-03-26 14:27:09,51.57006607155181,-0.3546163450491403,51.50473339386569,-0.15338053513265515,4036,15.741228682127556,0.2340123193576941,0,2,0,1,1617,1,0,0
2925,U0461,310.07,in-store,Supermart,DV0019,prepaid,ZA,2025-03-26 16:23:12,2025-03-26 15:34:25,-27.46604454523309,19.593051720531125,51.57006607155181,-0.3546163450491403,2927,8970.33407096242,183.88112205594302,0,6,0,1,1682,0,0,0
2926,U0293,334.44,airtime,LuxuryHub,DV0009,debit,NG,2025-03-26 17:02:33,2025-03-26 16:23:12,6.357004061433739,3.4454287590199955,-27.46604454523309,19.593051720531125,2361,4126.30003422626,104.86150023446659,0,2,0,1,1269,0,1,0
2927,U0384,201.87,online,ElectroWorld,DV0162,prepaid,ZA,2025-03-26 17:52:47,2025-03-26 17:02:33,-28.810194849020963,23.418800567329974,6.357004061433739,3.4454287590199955,3014,4441.706717036039,88.42150067092314,1,2,0,1,844,0,0,0
2928,U0432,179.01,card-not-present,ElectroWorld,DV0267,virtual,ZA,2025-03-26 18:40:58,2025-03-26 17:52:47,-19.05105203499007,29.07657219407191,-28.810194849020963,23.418800567329974,2891,1224.2650962554212,25.408476573962393,0,2,0,1,1533,0,0,0
2929,U0243,603.22,card-not-present,EasyPay,DV0175,virtual,UK,2025-03-26 19:02:57,2025-03-26 18:40:58,51.43230378265189,-0.19899295967716168,-19.05105203499007,29.07657219407191,1319,8313.144100119076,378.1566686938169,0,8,0,3,799,0,0,0
2930,U0017,90.82,card-not-present,LuxuryHub,DV0126,debit,NG,2025-03-26 19:28:43,2025-03-26 19:02:57,6.501134900017004,3.3247969323630904,51.43230378265189,-0.19899295967716168,1546,4991.9188235376,193.73553002086416,0,7,0,2,389,0,1,0
2931,U0151,276.66,airtime,GameStore,DV0055,virtual,ZA,2025-03-26 19:47:19,2025-03-26 19:28:43,-22.373911358304387,22.9990269079714,6.501134900017004,3.3247969323630904,1116,3847.2787761509258,206.84294495435083,0,8,0,3,723,0,0,0
2932,U0494,491.6,in-store,ShoeWorld,DV0133,prepaid,KE,2025-03-26 20:52:02,2025-03-26 19:47:19,-1.3432591899172102,37.51679308845726,-22.373911358304387,22.9990269079714,3883,2807.715846597811,43.3847413844627,0,1,0,3,731,0,0,0
2933,U0175,267.76,online,Walmart,DV0039,debit,UK,2025-03-26 21:03:27,2025-03-26 20:52:02,51.471168350491816,0.36524662294097654,-1.3432591899172102,37.51679308845726,685,6818.601552629748,597.2497710332626,0,5,0,2,1519,0,0,0
2934,U0158,67.3,online,ShoeWorld,DV0209,virtual,NG,2025-03-26 21:32:56,2025-03-26 21:03:27,7.090798835160478,3.6040359780374756,51.471168350491816,0.36524662294097654,1769,4929.452692353443,167.1945514647861,1,9,0,1,1150,0,1,0
2935,U0168,326.17,card-not-present,Takealot,DV0048,credit,KE,2025-03-26 22:54:50,2025-03-26 21:32:56,-0.9390257688449558,37.170585497864806,7.090798835160478,3.6040359780374756,4914,3832.3086830405473,46.79253581246089,0,7,0,2,1953,0,0,0
2936,U0307,106.28,online,ShoeWorld,DV0186,virtual,ZA,2025-03-26 23:17:42,2025-03-26 22:54:50,-26.387697689713395,24.773920886924667,-0.9390257688449558,37.170585497864806,1372,3113.3763227644213,136.15348350281727,0,4,0,1,1820,0,0,0
2937,U0394,106.67,in-store,Takealot,DV0163,virtual,NG,2025-03-27 00:13:33,2025-03-26 23:17:42,6.863376735386448,3.501459780726433,-26.387697689713395,24.773920886924667,3351,4337.212569624399,77.65823759399103,0,1,1,1,900,0,1,0
2938,U0109,373.87,airtime,ShoeWorld,DV0119,virtual,ZA,2025-03-27 00:39:56,2025-03-27 00:13:33,-27.705191553551455,26.111559554197385,6.863376735386448,3.501459780726433,1583,4533.080246544322,171.81605482795914,0,1,1,1,871,0,0,0
2939,U0431,355.41,online,LuxuryHub,DV0153,debit,ZA,2025-03-27 01:55:24,2025-03-27 00:39:56,-19.371671403806275,29.999665768415788,-27.705191553551455,26.111559554197385,4528,1004.5088626628217,13.31062980560276,0,5,1,1,1168,0,0,0
2940,U0386,173.64,online,GameStore,DV0160,prepaid,ZA,2025-03-27 02:40:10,2025-03-27 01:55:24,-24.07576914431617,29.423333950490914,-19.371671403806275,29.999665768415788,2686,524.2698206992517,11.711165019342927,0,6,1,1,406,0,0,0
2941,U0171,56.72,online,Airtel,DV0027,credit,NG,2025-03-27 03:01:01,2025-03-27 02:40:10,6.836335423963228,3.496351306010086,-24.07576914431617,29.423333950490914,1251,4429.757207751602,212.458379268662,0,0,1,1,1476,0,1,0
2942,U0486,315.48,online,Walmart,DV0055,prepaid,ZA,2025-03-27 03:11:07,2025-03-27 03:01:01,-26.80435608125248,19.17237205125187,6.836335423963228,3.496351306010086,606,4088.173874748961,404.7696905692041,0,1,1,2,811,0,0,0
2943,U0415,82.36,airtime,ElectroWorld,DV0208,virtual,NG,2025-03-27 03:39:14,2025-03-27 03:11:07,6.681261939013507,3.4057248362153842,-26.80435608125248,19.17237205125187,1687,4076.5577092223743,144.98723328591728,0,8,1,3,1289,0,1,0
2944,U0303,161.85,in-store,ElectroWorld,DV0042,debit,KE,2025-03-27 04:25:10,2025-03-27 03:39:14,-0.7552189029279035,37.23670695487074,6.681261939013507,3.4057248362153842,2756,3847.145359052446,83.75497878924048,0,8,1,2,1322,0,0,0
2945,U0333,293.11,in-store,QuickBuy,DV0009,prepaid,ZA,2025-03-27 05:19:46,2025-03-27 04:25:10,-28.887828436703007,26.2003984158973,-0.7552189029279035,37.23670695487074,3276,3327.0546172692475,60.93506625035252,0,6,1,2,741,0,0,0
2946,U0363,201.01,card-present,Supermart,DV0087,credit,KE,2025-03-27 06:12:08,2025-03-27 05:19:46,-0.711149114879995,36.87996819103854,-28.887828436703007,26.2003984158973,3142,3318.479501577552,63.370073231907426,0,6,0,1,105,0,0,0
2947,U0349,78.37,card-not-present,DesignerHub,DV0097,prepaid,NG,2025-03-27 06:13:39,2025-03-27 06:12:08,7.074978254346539,3.880560001330423,-0.711149114879995,36.87996819103854,91,3764.6199909306447,2482.1670269872384,0,9,0,1,297,0,1,0
2948,U0031,274.64,in-store,Clicks,DV0109,prepaid,UK,2025-03-27 07:25:24,2025-03-27 06:13:39,52.00724625395786,0.3795827318772462,7.074978254346539,3.880560001330423,4305,4992.14456846206,69.57692778344335,0,3,0,1,458,1,0,0
2949,U0150,191.57,card-not-present,LuxuryHub,DV0070,prepaid,NG,2025-03-27 08:40:35,2025-03-27 07:25:24,6.628415566573143,4.187885721517655,52.00724625395786,0.3795827318772462,4511,5043.340635632973,67.08056708888903,0,4,0,1,1112,1,1,0
2950,U0467,253.05,card-not-present,Airtel,DV0138,credit,NG,2025-03-27 08:55:09,2025-03-27 08:40:35,6.3370534205834135,3.4879457294514413,6.628415566573143,4.187885721517655,874,83.85924025263559,5.756927248464685,0,6,0,3,650,0,1,0
2951,U0362,86.93,online,Airtel,DV0131,prepaid,UK,2025-03-27 08:59:52,2025-03-27 08:55:09,51.714296363593895,-0.03689673551902384,6.3370534205834135,3.4879457294514413,283,5041.301168721829,1068.8271029092216,0,5,0,2,477,0,0,0
2952,U0208,30.62,card-not-present,ElectroWorld,DV0130,credit,KE,2025-03-27 09:17:37,2025-03-27 08:59:52,-0.9273423809073075,36.67427915079756,51.714296363593895,-0.03689673551902384,1065,6775.730218257053,381.7312799018058,1,2,0,1,1570,0,0,0
2953,U0417,162.91,online,DesignerHub,DV0128,credit,ZA,2025-03-27 09:55:15,2025-03-27 09:17:37,-23.41115748866391,26.476466896018565,-0.9273423809073075,36.67427915079756,2258,2720.5650172999544,72.29136449867018,0,0,0,3,1368,1,0,0
2954,U0128,330.55,in-store,DesignerHub,DV0037,prepaid,ZA,2025-03-27 11:04:59,2025-03-27 09:55:15,-23.564332257048296,21.774677463832994,-23.41115748866391,26.476466896018565,4184,480.5679142451724,6.891509286498648,0,5,0,1,1605,0,0,0
2955,U0142,25.11,online,QuickBuy,DV0002,credit,ZA,2025-03-27 11:32:01,2025-03-27 11:04:59,-21.871161527222462,22.37869339302114,-23.564332257048296,21.774677463832994,1622,197.5023045145644,7.305880561574515,0,4,0,3,394,0,0,0
2956,U0008,170.51,in-store,Walmart,DV0055,debit,UK,2025-03-27 11:50:50,2025-03-27 11:32:01,51.54627292189897,0.14084862278427768,-21.871161527222462,22.37869339302114,1129,8417.9165678265,447.3649194593357,0,1,0,1,1491,0,0,0
2957,U0074,176.35,airtime,LuxuryHub,DV0064,debit,KE,2025-03-27 12:06:07,2025-03-27 11:50:50,-0.5794501715076636,36.65676958256884,51.54627292189897,0.14084862278427768,917,4415.0456513357685,199.058295503044,0,6,0,1,1527,0,0,1
2958,U0194,99.61,in-store,DesignerHub,DV0228,credit,NG,2025-03-27 13:22:18,2025-03-27 12:06:07,6.6349301320567236,3.864397208012618,-0.5794501715076636,36.65676958256884,4571,3729.1272709307905,48.94938443575747,0,3,0,1,1137,0,1,0
2959,U0200,200.75,card-present,Walmart,DV0097,credit,NG,2025-03-27 14:00:50,2025-03-27 13:22:18,6.965379709318652,3.2199939920083436,6.6349301320567236,3.864397208012618,2312,80.06037985204183,2.077691518651605,0,6,0,1,428,0,1,0
2960,U0486,53.41,airtime,Supermart,DV0224,virtual,NG,2025-03-27 14:04:16,2025-03-27 14:00:50,6.624989138415001,3.5916404125278336,6.965379709318652,3.2199939920083436,206,55.72110811072482,16.229448964288785,0,2,0,1,1345,0,1,0
2961,U0222,156.68,online,QuickBuy,DV0082,virtual,UK,2025-03-27 14:30:51,2025-03-27 14:04:16,51.883728706668855,-0.10926552575505855,6.624989138415001,3.5916404125278336,1595,5029.356708915042,189.19210190276021,0,3,0,1,1093,0,0,0
2962,U0235,83.81,online,ShoeWorld,DV0105,prepaid,NG,2025-03-27 15:11:07,2025-03-27 14:30:51,7.105368127115412,3.711244316967445,51.883728706668855,-0.10926552575505855,2416,4977.078760139404,123.60294934121036,0,4,0,1,1194,0,1,0
2963,U0073,104.39,card-present,EasyPay,DV0144,credit,NG,2025-03-27 15:32:44,2025-03-27 15:11:07,6.458792100665325,3.5885552966367187,7.105368127115412,3.711244316967445,1297,72.7795823092346,3.3668272463793953,1,5,0,1,402,0,1,0
2964,U0008,131.2,card-not-present,Walmart,DV0272,virtual,UK,2025-03-27 15:47:56,2025-03-27 15:32:44,51.72140968681215,0.24867278927524739,6.458792100665325,3.5885552966367187,912,5027.573705659588,330.7614280039203,0,8,0,2,852,0,0,0
2965,U0179,58.52,in-store,QuickBuy,DV0115,prepaid,NG,2025-03-27 16:06:07,2025-03-27 15:47:56,6.200093593858273,3.2732663690221626,51.72140968681215,0.24867278927524739,1091,5054.456490742695,277.97194266229303,0,8,0,2,1921,0,1,0
2966,U0443,458.44,airtime,ElectroWorld,DV0245,prepaid,NG,2025-03-27 17:26:15,2025-03-27 16:06:07,6.450316571007254,3.2368546520849906,6.200093593858273,3.2732663690221626,4808,27.96334563990508,0.3489602201319269,0,2,0,1,47,0,1,0
2967,U0246,249.9,online,EasyPay,DV0225,credit,KE,2025-03-27 18:02:20,2025-03-27 17:26:15,-0.7758158079686897,36.7360218817707,6.450316571007254,3.2368546520849906,2165,3806.7556541673935,105.49900196306864,0,9,0,1,1929,0,0,0
2968,U0121,928.06,card-not-present,Clicks,DV0197,credit,UK,2025-03-27 19:17:40,2025-03-27 18:02:20,51.81542217187019,-0.12599438451800882,-0.7758158079686897,36.7360218817707,4520,6775.897130586496,89.94553713167916,0,1,0,1,63,1,0,0
2969,U0329,193.41,airtime,Clicks,SPOOF8643,debit,KE,2025-03-27 19:51:35,2025-03-27 19:17:40,-0.40407142944675734,36.97370910450643,51.81542217187019,-0.12599438451800882,2035,6750.039174164884,199.01835402943146,1,1,0,1,1322,0,0,1
2970,U0131,87.91,card-present,Supermart,DV0140,debit,ZA,2025-03-27 20:07:26,2025-03-27 19:51:35,-19.543955746615936,19.589572808078294,-0.40407142944675734,36.97370910450643,951,2842.2124237904814,179.3193958227433,0,8,0,3,1253,0,0,0
2971,U0033,84.38,airtime,EasyPay,DV0124,debit,ZA,2025-03-27 21:07:58,2025-03-27 20:07:26,-26.29432071914263,24.997306013078997,-19.543955746615936,19.589572808078294,3632,930.5952428721841,15.373269430707888,0,4,0,1,729,0,0,0
2972,U0126,156.7,in-store,Supermart,DV0255,virtual,KE,2025-03-27 21:27:34,2025-03-27 21:07:58,-0.5616653142584247,36.712990710873775,-26.29432071914263,24.997306013078997,1176,3112.0777269166833,158.77947586309608,1,3,0,1,1610,0,0,0
2973,U0168,84.25,card-present,DesignerHub,DV0175,virtual,UK,2025-03-27 22:33:33,2025-03-27 21:27:34,51.4994767819041,-0.24341163707660374,-0.5616653142584247,36.712990710873775,3959,6733.5278042127275,102.04891847758617,0,8,0,2,670,0,0,0
2974,U0096,208.47,airtime,QuickBuy,DV0157,prepaid,ZA,2025-03-27 23:54:26,2025-03-27 22:33:33,-27.026100209154063,19.97682743449084,51.4994767819041,-0.24341163707660374,4853,8921.158320122267,110.29662048368762,0,7,0,1,194,0,0,0
2975,U0412,54.27,card-not-present,Takealot,DV0103,prepaid,NG,2025-03-28 00:21:53,2025-03-27 23:54:26,6.655156853509595,3.26272173321235,-27.026100209154063,19.97682743449084,1647,4139.264410054792,150.7928746832347,0,3,1,2,1284,0,1,0
2976,U0289,63.94,card-present,Takealot,DV0050,prepaid,NG,2025-03-28 01:05:10,2025-03-28 00:21:53,7.126431364935126,3.5178262843604804,6.655156853509595,3.26272173321235,2597,59.255724447139755,1.3690194327410032,0,0,1,1,1708,0,1,0
2977,U0101,185.28,airtime,MiniMart,DV0167,virtual,KE,2025-03-28 01:54:11,2025-03-28 01:05:10,-1.2747159851997543,36.936169933774565,7.126431364935126,3.5178262843604804,2941,3826.287854133617,78.0609558816787,0,7,1,1,6,1,0,0
2978,U0242,45.5,card-present,DesignerHub,DV0273,debit,KE,2025-03-28 02:24:07,2025-03-28 01:54:11,-1.0103736635593659,37.30896103629784,-1.2747159851997543,36.936169933774565,1796,50.7527836794996,1.695527294415354,0,3,1,1,183,0,0,0
2979,U0221,105.44,card-not-present,ElectroWorld,DV0040,virtual,ZA,2025-03-28 02:45:03,2025-03-28 02:24:07,-25.554280458042143,28.122458943298422,-1.0103736635593659,37.30896103629784,1256,2889.3476948408816,138.02616376628416,0,9,1,1,1141,0,0,0
